Start Time;08/05/2026 09:33:03

Time(s);COM5 - PPS Sensor (N);(Selected Full Scale Range: 1N)
15,257;0,001953125;
15,274;0,001953125;
15,306;0,001953125;
15,337;0,001953125;
15,349;0,001953125;
15,367;0,001953125;
15,382;0,001953125;
15,396;0,001953125;
15,413;0,001953125;
15,428;0,001953125;
15,444;0,001953125;
15,458;0,001953125;
15,474;0,001953125;
15,49;0,001953125;
15,504;0,001953125;
15,527;0,001953125;
15,552;0,001953125;
15,569;0,001953125;
15,584;0,001953125;
15,598;0,001953125;
15,615;0,001953125;
15,628;0,001953125;
15,645;0,001953125;
15,659;0,001953125;
15,676;0,001953125;
15,692;0,001953125;
15,708;0,001953125;
15,723;0,001953125;
15,739;0,001953125;
15,756;0,001953125;
15,77;0,001953125;
15,784;0,001953125;
15,801;0,001953125;
15,814;0,001953125;
15,831;0,001953125;
15,846;0,001953125;
15,86;0,001953125;
15,877;0,001953125;
15,89;0,001953125;
15,908;0,001953125;
15,924;0,001953125;
15,938;0,001953125;
15,955;0,001953125;
15,972;0,001953125;
15,984;0,001953125;
16,001;0,001953125;
16,015;0,001953125;
16,033;0,001953125;
16,047;0,001953125;
16,061;0,001953125;
16,076;0,001953125;
16,092;0,001953125;
16,107;0,001953125;
16,122;0,001953125;
16,138;0,001953125;
16,16;0,001953125;
16,187;0,001953125;
16,215;0,001953125;
16,23;0,001953125;
16,245;0,001953125;
16,263;0,001953125;
16,277;0,001953125;
16,298;0,001953125;
16,325;0,001953125;
16,339;0,001953125;
16,355;0,001953125;
16,37;0,001953125;
16,388;0,001953125;
16,405;0,001953125;
16,42;0,001953125;
16,434;0,001953125;
16,451;0,001953125;
16,465;0,001953125;
16,48;0,001953125;
16,496;0,001953125;
16,512;0,001953125;
16,528;0,001953125;
16,543;0,001953125;
16,559;0,001953125;
16,575;0,001953125;
16,591;0,001953125;
16,606;0,001953125;
16,622;0,001953125;
16,642;0,001953125;
16,668;0,001953125;
16,684;0,001953125;
16,701;0,001953125;
16,719;0,001953125;
16,746;0,001953125;
16,763;0,001953125;
16,778;0,001953125;
16,793;0,001953125;
16,808;0,001953125;
16,824;0,001953125;
16,84;0,001953125;
16,855;0,001953125;
16,869;0,001953125;
16,887;0,001953125;
16,899;0,001953125;
16,917;0,001953125;
16,932;0,001953125;
16,949;0,001953125;
16,963;0,001953125;
16,978;0,001953125;
16,993;0,001953125;
17,008;0,001953125;
17,024;0,001953125;
17,038;0,001953125;
17,055;0,001953125;
17,07;0,001953125;
17,085;0,001953125;
17,104;0,001953125;
17,14;0,001953125;
17,164;0,001953125;
17,18;0,001953125;
17,198;0,001953125;
17,227;0,001953125;
17,24;0,001953125;
17,259;0,001953125;
17,272;0,001953125;
17,288;0,001953125;
17,304;0,001953125;
17,325;0,001953125;
17,35;0,001953125;
17,367;0,001953125;
17,383;0,001953125;
17,398;0,001953125;
17,416;0,001953125;
17,446;0,001953125;
17,461;0,001953125;
17,479;0,001953125;
17,508;0,001953125;
17,522;0,001953125;
17,537;0,001953125;
17,552;0,001953125;
17,569;0,001953125;
17,585;0,001953125;
17,599;0,001953125;
17,615;0,001953125;
17,63;0,001953125;
17,645;0,001953125;
17,661;0,001953125;
17,679;0,001953125;
17,691;0,001953125;
17,706;0,001953125;
17,724;0,001953125;
17,737;0,001953125;
17,754;0,001953125;
17,768;0,001953125;
17,785;0,001953125;
17,8;0,001953125;
17,818;0,001953125;
17,832;0,001953125;
17,848;0,001953125;
17,864;0,001953125;
17,879;0,001953125;
17,895;0,001953125;
17,913;0,001953125;
17,927;0,001953125;
17,943;0,001953125;
17,957;0,001953125;
17,974;0,001953125;
17,988;0,001953125;
18,004;0,001953125;
18,019;0,001953125;
18,034;0,001953125;
18,05;0,001953125;
